,states,year,quarter,district,trans_counts,amount
4751,jammu-&-kashmir,2021,2,bandipore district,160002,285432318.9
4752,jammu-&-kashmir,2021,2,reasi district,155375,315743621.3
4753,jammu-&-kashmir,2021,2,shopian district,103178,162612796.3
4754,jammu-&-kashmir,2021,2,poonch district,155606,414593947.5
4755,jammu-&-kashmir,2021,2,kathua district,329534,635043868.2
4756,jammu-&-kashmir,2021,2,kishtwar district,76391,153411580
4757,jammu-&-kashmir,2021,2,pulwama district,332326,632761432.1
4758,jammu-&-kashmir,2021,2,ramban district,117866,253971901.6
4759,jammu-&-kashmir,2021,2,rajouri district,239185,634121152.1
4760,jammu-&-kashmir,2021,2,kulgam district,192379,256728224.9
4761,jammu-&-kashmir,2021,2,budgam district,450138,822332973.9
4762,jammu-&-kashmir,2021,2,anantnag district,479956,717788809.3
4763,jammu-&-kashmir,2021,2,kupwara district,408584,819478528.2
4764,jammu-&-kashmir,2021,3,muzaffarabad district,4058,15722035.2
4765,jammu-&-kashmir,2021,3,doda district,178242,377444601.9
4766,jammu-&-kashmir,2021,3,samba district,352992,822873576.5
4767,jammu-&-kashmir,2021,3,mirpur district,32777,122345912.6
4768,jammu-&-kashmir,2021,3,srinagar district,2196468,5510884597
4769,jammu-&-kashmir,2021,3,baramulla district,647847,1285810268
4770,jammu-&-kashmir,2021,3,jammu district,5192026,13867943226
4771,jammu-&-kashmir,2021,3,ganderbal district,176334,338209062.1
4772,jammu-&-kashmir,2021,3,udhampur district,476615,1090587536
4773,jammu-&-kashmir,2021,3,bandipore district,177163,340899753.3
4774,jammu-&-kashmir,2021,3,reasi district,247073,542552590.8
4775,jammu-&-kashmir,2021,3,shopian district,124570,229098781.2
4776,jammu-&-kashmir,2021,3,poonch district,182447,520994996
4777,jammu-&-kashmir,2021,3,kathua district,399722,762622103.9
4778,jammu-&-kashmir,2021,3,kishtwar district,96068,208106532.4
4779,jammu-&-kashmir,2021,3,pulwama district,393629,826511580.1
4780,jammu-&-kashmir,2021,3,ramban district,157474,367286362
4781,jammu-&-kashmir,2021,3,rajouri district,289081,823624344.2
4782,jammu-&-kashmir,2021,3,kulgam district,223401,360260919.1
4783,jammu-&-kashmir,2021,3,budgam district,545818,1112797676
4784,jammu-&-kashmir,2021,3,anantnag district,580106,938064508.2
4785,jammu-&-kashmir,2021,3,kupwara district,477130,1133802686
4786,jammu-&-kashmir,2021,4,muzaffarabad district,5831,21241442.22
4787,jammu-&-kashmir,2021,4,doda district,235025,435237678.5
4788,jammu-&-kashmir,2021,4,samba district,492079,1144805604
4789,jammu-&-kashmir,2021,4,mirpur district,39050,142452278.9
4790,jammu-&-kashmir,2021,4,srinagar district,2900577,7232270069
4791,jammu-&-kashmir,2021,4,baramulla district,787593,1567275687
4792,jammu-&-kashmir,2021,4,jammu district,6639541,16627649138
4793,jammu-&-kashmir,2021,4,ganderbal district,211443,370559306.1
4794,jammu-&-kashmir,2021,4,udhampur district,621122,1409015376
4795,jammu-&-kashmir,2021,4,bandipore district,230443,426224671.1
4796,jammu-&-kashmir,2021,4,reasi district,332221,721602756.5
4797,jammu-&-kashmir,2021,4,shopian district,158150,324099702.9
4798,jammu-&-kashmir,2021,4,poonch district,224247,610046677.3
4799,jammu-&-kashmir,2021,4,kathua district,528207,1082468702
4800,jammu-&-kashmir,2021,4,kishtwar district,120885,242172974.1
4801,jammu-&-kashmir,2021,4,pulwama district,462342,988006961.9
4802,jammu-&-kashmir,2021,4,ramban district,199682,423301690.6
4803,jammu-&-kashmir,2021,4,rajouri district,363872,998884379.7
4804,jammu-&-kashmir,2021,4,kulgam district,279358,450818697.9
4805,jammu-&-kashmir,2021,4,budgam district,678080,1358477848
4806,jammu-&-kashmir,2021,4,anantnag district,683078,1035794983
4807,jammu-&-kashmir,2021,4,kupwara district,597802,1313830801
4808,jammu-&-kashmir,2022,1,muzaffarabad district,5151,19960049.91
4809,jammu-&-kashmir,2022,1,doda district,243924,421316780.3
4810,jammu-&-kashmir,2022,1,samba district,588078,1229539786
4811,jammu-&-kashmir,2022,1,mirpur district,38244,124084071.2
4812,jammu-&-kashmir,2022,1,srinagar district,2743701,5949336258
4813,jammu-&-kashmir,2022,1,baramulla district,877608,1607194898
4814,jammu-&-kashmir,2022,1,jammu district,5510056,11881749308
4815,jammu-&-kashmir,2022,1,ganderbal district,210863,345901039.9
4816,jammu-&-kashmir,2022,1,udhampur district,729905,1568037830
4817,jammu-&-kashmir,2022,1,bandipore district,259483,442350711.2
4818,jammu-&-kashmir,2022,1,reasi district,362457,730878668.1
4819,jammu-&-kashmir,2022,1,shopian district,162032,256594552.5
4820,jammu-&-kashmir,2022,1,poonch district,242450,638025507.4
4821,jammu-&-kashmir,2022,1,kathua district,608852,1177353986
4822,jammu-&-kashmir,2022,1,kishtwar district,142061,253794904.9
4823,jammu-&-kashmir,2022,1,pulwama district,508605,1004677771
4824,jammu-&-kashmir,2022,1,ramban district,212611,426250571.2
4825,jammu-&-kashmir,2022,1,rajouri district,397302,1014911356
4826,jammu-&-kashmir,2022,1,kulgam district,300260,402883162
4827,jammu-&-kashmir,2022,1,budgam district,718312,1319712135
4828,jammu-&-kashmir,2022,1,anantnag district,728868,1032527026
4829,jammu-&-kashmir,2022,1,kupwara district,654488,1300783255
4830,jammu-&-kashmir,2022,2,muzaffarabad district,10444,33449179.77
4831,jammu-&-kashmir,2022,2,doda district,339886,563086389.2
4832,jammu-&-kashmir,2022,2,samba district,783532,1573110669
4833,jammu-&-kashmir,2022,2,mirpur district,56603,166355428.5
4834,jammu-&-kashmir,2022,2,srinagar district,4660647,9640282801
4835,jammu-&-kashmir,2022,2,baramulla district,1226879,2154959863
4836,jammu-&-kashmir,2022,2,jammu district,7441002,14880950856
4837,jammu-&-kashmir,2022,2,ganderbal district,408175,736411674.7
4838,jammu-&-kashmir,2022,2,udhampur district,947548,1877648827
4839,jammu-&-kashmir,2022,2,bandipore district,360875,621882624.3
4840,jammu-&-kashmir,2022,2,reasi district,548687,1063805328
4841,jammu-&-kashmir,2022,2,shopian district,268677,434290103.6
4842,jammu-&-kashmir,2022,2,poonch district,357832,884012060.9
4843,jammu-&-kashmir,2022,2,kathua district,817009,1514113031
4844,jammu-&-kashmir,2022,2,kishtwar district,188126,322575247.5
4845,jammu-&-kashmir,2022,2,pulwama district,790442,1527002272
4846,jammu-&-kashmir,2022,2,ramban district,320262,607095737
4847,jammu-&-kashmir,2022,2,rajouri district,565064,1321641185
4848,jammu-&-kashmir,2022,2,kulgam district,479844,650870807
4849,jammu-&-kashmir,2022,2,budgam district,1052343,1977187447
4850,jammu-&-kashmir,2022,2,anantnag district,1214291,1884518051
4851,jammu-&-kashmir,2022,2,kupwara district,975579,1819041253
4852,jammu-&-kashmir,2022,3,muzaffarabad district,12533,36613737.03
4853,jammu-&-kashmir,2022,3,doda district,373904,609472501.4
4854,jammu-&-kashmir,2022,3,samba district,842829,1581915448
4855,jammu-&-kashmir,2022,3,mirpur district,57562,165963511.1
4856,jammu-&-kashmir,2022,3,srinagar district,2447805,4804161643
4857,jammu-&-kashmir,2022,3,baramulla district,1311393,2203515920
4858,jammu-&-kashmir,2022,3,jammu district,7526503,13607597636
4859,jammu-&-kashmir,2022,3,ganderbal district,472648,930632192.6
4860,jammu-&-kashmir,2022,3,udhampur district,997199,1863833972
4861,jammu-&-kashmir,2022,3,bandipore district,386029,668983200
4862,jammu-&-kashmir,2022,3,reasi district,570648,1072011933
4863,jammu-&-kashmir,2022,3,shopian district,320567,501659068.4
4864,jammu-&-kashmir,2022,3,poonch district,388681,897489057
4865,jammu-&-kashmir,2022,3,kathua district,834884,1473463666
4866,jammu-&-kashmir,2022,3,kishtwar district,225295,396196222.3
4867,jammu-&-kashmir,2022,3,pulwama district,847472,1623093820
4868,jammu-&-kashmir,2022,3,ramban district,366778,680698346.4
4869,jammu-&-kashmir,2022,3,rajouri district,579577,1320001714
4870,jammu-&-kashmir,2022,3,kulgam district,539004,763535701.9
4871,jammu-&-kashmir,2022,3,budgam district,1140418,1992489882
4872,jammu-&-kashmir,2022,3,anantnag district,1263844,1939518539
4873,jammu-&-kashmir,2022,3,kupwara district,1028821,1830706791
4874,jammu-&-kashmir,2022,4,muzaffarabad district,14832,35055780.86
4875,jammu-&-kashmir,2022,4,doda district,513476,629795395.8
4876,jammu-&-kashmir,2022,4,samba district,1025985,1822006887
4877,jammu-&-kashmir,2022,4,mirpur district,72961,184917178.2
4878,jammu-&-kashmir,2022,4,srinagar district,3176470,5356773721
4879,jammu-&-kashmir,2022,4,baramulla district,1599504,2370515820
4880,jammu-&-kashmir,2022,4,jammu district,9213783,15674936388
4881,jammu-&-kashmir,2022,4,ganderbal district,411732,597517711
4882,jammu-&-kashmir,2022,4,udhampur district,1227109,2035000647
4883,jammu-&-kashmir,2022,4,bandipore district,451513,626896193.7
4884,jammu-&-kashmir,2022,4,reasi district,700011,1146621585
4885,jammu-&-kashmir,2022,4,shopian district,402989,610805803.9
4886,jammu-&-kashmir,2022,4,poonch district,538857,1050594399
4887,jammu-&-kashmir,2022,4,kathua district,1035799,1765328885
4888,jammu-&-kashmir,2022,4,kishtwar district,283374,387202223.6
4889,jammu-&-kashmir,2022,4,pulwama district,963378,1594427876
4890,jammu-&-kashmir,2022,4,ramban district,438060,692350601.4
4891,jammu-&-kashmir,2022,4,rajouri district,726588,1476623503
4892,jammu-&-kashmir,2022,4,kulgam district,654424,837066487.4
4893,jammu-&-kashmir,2022,4,budgam district,1306982,1932170616
4894,jammu-&-kashmir,2022,4,anantnag district,1338553,1684090754
4895,jammu-&-kashmir,2022,4,kupwara district,1219778,1804597459
4896,jharkhand,2018,1,ramgarh district,97459,85844869.66
4897,jharkhand,2018,1,ranchi district,356622,434234048.5
4898,jharkhand,2018,1,east singhbhum district,220276,257229540.7
4899,jharkhand,2018,1,jamtara district,21925,37530176.98
4900,jharkhand,2018,1,dumka district,37867,33366389.64
4901,jharkhand,2018,1,koderma district,58922,76001334.68
4902,jharkhand,2018,1,hazaribagh district,150709,171297280.2
4903,jharkhand,2018,1,simdega district,6739,9328083.907
4904,jharkhand,2018,1,garhwa district,47858,105426064.8
4905,jharkhand,2018,1,saraikela kharsawan district,83449,74573902.82
4906,jharkhand,2018,1,gumla district,12079,15422722.31
4907,jharkhand,2018,1,chatra district,28364,48808252.91
4908,jharkhand,2018,1,khunti district,10377,12238451.41
4909,jharkhand,2018,1,dhanbad district,340878,271973005.3
4910,jharkhand,2018,1,godda district,36994,36033979.37
4911,jharkhand,2018,1,deoghar district,70058,91100585.74
4912,jharkhand,2018,1,palamu district,84608,128141542.3
4913,jharkhand,2018,1,latehar district,20416,35121829.7
4914,jharkhand,2018,1,west singhbhum district,34197,38008802.04
4915,jharkhand,2018,1,pakur district,17321,10639883.9
4916,jharkhand,2018,1,lohardaga district,15716,16349311.33
4917,jharkhand,2018,1,sahebganj district,30741,44038697.07
4918,jharkhand,2018,1,giridih district,131905,131409945.9
4919,jharkhand,2018,1,bokaro district,263441,210067688.8
4920,jharkhand,2018,2,ramgarh district,120655,173725384
4921,jharkhand,2018,2,ranchi district,501072,820976014.2
4922,jharkhand,2018,2,east singhbhum district,323829,467008622.3
4923,jharkhand,2018,2,jamtara district,33336,65954452.97
4924,jharkhand,2018,2,dumka district,52730,62513760.31
4925,jharkhand,2018,2,koderma district,78447,157457238.2
4926,jharkhand,2018,2,hazaribagh district,214298,371520189.3
4927,jharkhand,2018,2,simdega district,9842,19536971.87
4928,jharkhand,2018,2,garhwa district,80546,248149219.8
4929,jharkhand,2018,2,saraikela kharsawan district,117686,128312051.6
4930,jharkhand,2018,2,gumla district,18470,30300849.44
4931,jharkhand,2018,2,chatra district,42721,103935683.2
4932,jharkhand,2018,2,khunti district,14808,24028506.19
4933,jharkhand,2018,2,dhanbad district,520547,503649314.1
4934,jharkhand,2018,2,godda district,55790,94877071.6
4935,jharkhand,2018,2,deoghar district,96438,148363954.8
4936,jharkhand,2018,2,palamu district,131021,325976624.8
4937,jharkhand,2018,2,latehar district,31244,78012578.85
4938,jharkhand,2018,2,west singhbhum district,49609,69912383
4939,jharkhand,2018,2,pakur district,24613,32269216.25
4940,jharkhand,2018,2,lohardaga district,20959,31539375.17
4941,jharkhand,2018,2,sahebganj district,44517,97661893.23
4942,jharkhand,2018,2,giridih district,172783,267172044.9
4943,jharkhand,2018,2,bokaro district,396119,398722259
4944,jharkhand,2018,3,ramgarh district,264474,310366602.6
4945,jharkhand,2018,3,ranchi district,1040485,1373309866
4946,jharkhand,2018,3,east singhbhum district,716556,825516934
4947,jharkhand,2018,3,jamtara district,73849,76580887.25
4948,jharkhand,2018,3,dumka district,151655,133011457.1
4949,jharkhand,2018,3,koderma district,138942,249949409.5
4950,jharkhand,2018,3,hazaribagh district,542701,663718370.7
4951,jharkhand,2018,3,simdega district,13726,25648369.73
4952,jharkhand,2018,3,garhwa district,108433,336403685.7
4953,jharkhand,2018,3,saraikela kharsawan district,290800,265695487.7
4954,jharkhand,2018,3,gumla district,25772,42595638.75
4955,jharkhand,2018,3,chatra district,79849,174206860.2
4956,jharkhand,2018,3,khunti district,21153,44676454.34
4957,jharkhand,2018,3,dhanbad district,2064271,1383326535
4958,jharkhand,2018,3,godda district,74223,125755382.4
4959,jharkhand,2018,3,deoghar district,152113,198908051.9
4960,jharkhand,2018,3,palamu district,166304,405648506.5
4961,jharkhand,2018,3,latehar district,44859,121527383.2
4962,jharkhand,2018,3,west singhbhum district,79053,112805093.2
4963,jharkhand,2018,3,pakur district,40103,53635968.33
4964,jharkhand,2018,3,lohardaga district,29529,51299901.6
4965,jharkhand,2018,3,sahebganj district,63020,126227082.3
4966,jharkhand,2018,3,giridih district,334079,457115389.4
4967,jharkhand,2018,3,bokaro district,1606672,1103642101
4968,jharkhand,2018,4,ramgarh district,245189,412829670.9
4969,jharkhand,2018,4,ranchi district,997887,1817673936
4970,jharkhand,2018,4,east singhbhum district,616640,990453488.2
4971,jharkhand,2018,4,jamtara district,69899,88236099.31
4972,jharkhand,2018,4,dumka district,108716,130199956.4
4973,jharkhand,2018,4,koderma district,145018,347563723.9
4974,jharkhand,2018,4,hazaribagh district,454790,843013094.1
4975,jharkhand,2018,4,simdega district,19546,44876911.68
4976,jharkhand,2018,4,garhwa district,150200,498426272.6
4977,jharkhand,2018,4,saraikela kharsawan district,242853,296733243.2
4978,jharkhand,2018,4,gumla district,35436,74139877.46
4979,jharkhand,2018,4,chatra district,99556,275373551.3
4980,jharkhand,2018,4,khunti district,27189,58660541.43
4981,jharkhand,2018,4,dhanbad district,1062585,1128043528
4982,jharkhand,2018,4,godda district,111530,195266208.6
4983,jharkhand,2018,4,deoghar district,152383,236116834
4984,jharkhand,2018,4,palamu district,234378,620094977.6
4985,jharkhand,2018,4,latehar district,69590,215459501.8
4986,jharkhand,2018,4,west singhbhum district,94778,161602065.2
4987,jharkhand,2018,4,pakur district,58677,76373283.19
4988,jharkhand,2018,4,lohardaga district,35604,81171963.13
4989,jharkhand,2018,4,sahebganj district,88654,175686520.2
4990,jharkhand,2018,4,giridih district,364032,575695972
4991,jharkhand,2018,4,bokaro district,798913,898225421.3
4992,jharkhand,2019,1,ramgarh district,349693,489903880.8
4993,jharkhand,2019,1,ranchi district,1958897,3112736131
4994,jharkhand,2019,1,east singhbhum district,909285,1244357275
4995,jharkhand,2019,1,jamtara district,92090,106210459.8
4996,jharkhand,2019,1,dumka district,161100,170044993.1
4997,jharkhand,2019,1,koderma district,206484,382615731.9
4998,jharkhand,2019,1,hazaribagh district,658381,1096533637
4999,jharkhand,2019,1,simdega district,21230,49042353.8
5000,jharkhand,2019,1,garhwa district,189007,622547866.7
5001,jharkhand,2019,1,saraikela kharsawan district,395831,376316821.2
5002,jharkhand,2019,1,gumla district,44668,89190224.5
5003,jharkhand,2019,1,chatra district,139459,349699444
5004,jharkhand,2019,1,khunti district,36962,76762554.14
5005,jharkhand,2019,1,dhanbad district,1390250,1330543703
5006,jharkhand,2019,1,godda district,193681,262228609.8
5007,jharkhand,2019,1,deoghar district,204610,311986223.3
5008,jharkhand,2019,1,palamu district,336935,875063883.8
5009,jharkhand,2019,1,latehar district,105495,304872788.7
5010,jharkhand,2019,1,west singhbhum district,132348,203416567
5011,jharkhand,2019,1,pakur district,89881,101085742.6
5012,jharkhand,2019,1,lohardaga district,44688,101421187.8
5013,jharkhand,2019,1,sahebganj district,111302,229450483.5
5014,jharkhand,2019,1,giridih district,540524,695057378
5015,jharkhand,2019,1,bokaro district,1074907,1046148509
5016,jharkhand,2019,2,ramgarh district,331688,593592675.6
5017,jharkhand,2019,2,ranchi district,3147028,5924687357
5018,jharkhand,2019,2,east singhbhum district,960100,1505995808
5019,jharkhand,2019,2,jamtara district,62476,117513448.6
5020,jharkhand,2019,2,dumka district,120692,195596448.8
5021,jharkhand,2019,2,koderma district,194180,466014390.1
5022,jharkhand,2019,2,hazaribagh district,633673,1332857267
5023,jharkhand,2019,2,simdega district,27420,68451218.95
5024,jharkhand,2019,2,garhwa district,205986,744151237.5
5025,jharkhand,2019,2,saraikela kharsawan district,328153,412040653.6
5026,jharkhand,2019,2,gumla district,49344,105885709.7
5027,jharkhand,2019,2,chatra district,145939,427446541.2
5028,jharkhand,2019,2,khunti district,38486,92472196.05
5029,jharkhand,2019,2,dhanbad district,1279110,1614589569
5030,jharkhand,2019,2,godda district,143913,298191584.9
5031,jharkhand,2019,2,deoghar district,216404,385121235.7
5032,jharkhand,2019,2,palamu district,330327,1046448701
5033,jharkhand,2019,2,latehar district,104321,330417179.4
5034,jharkhand,2019,2,west singhbhum district,127553,243625440.9
5035,jharkhand,2019,2,pakur district,67895,110901285.5
5036,jharkhand,2019,2,lohardaga district,49909,114529140.2
