,states,year,quarter,district,trans_counts,amount
440,arunachal-pradesh,2022,3,papum pare,1651143,3211809407
441,arunachal-pradesh,2022,3,west kameng,371632,945171308.2
442,arunachal-pradesh,2022,3,east siang,286766,594752976.4
443,arunachal-pradesh,2022,3,lohit,236792,461745616.9
444,arunachal-pradesh,2022,3,changlang,216609,492535245.1
445,arunachal-pradesh,2022,3,namsai,151676,277199997
446,arunachal-pradesh,2022,3,tawang,138313,514855579.7
447,arunachal-pradesh,2022,3,west siang,136332,395192938
448,arunachal-pradesh,2022,3,lower dibang valley,112848,273001216.7
449,arunachal-pradesh,2022,3,lower subansiri,109261,285712248.1
450,arunachal-pradesh,2022,4,papum pare,1917365,3401999229
451,arunachal-pradesh,2022,4,west kameng,421418,954522716.7
452,arunachal-pradesh,2022,4,east siang,327737,623525449.5
453,arunachal-pradesh,2022,4,lohit,276551,503661703.8
454,arunachal-pradesh,2022,4,changlang,254818,572195646.8
455,arunachal-pradesh,2022,4,namsai,188919,307955075.5
456,arunachal-pradesh,2022,4,west siang,176377,449302139.5
457,arunachal-pradesh,2022,4,tawang,155419,518332824.9
458,arunachal-pradesh,2022,4,lower subansiri,143172,339443886.2
459,arunachal-pradesh,2022,4,lower dibang valley,137218,308329533.6
460,assam,2018,1,kamrup metropolitan,194617,284766219
461,assam,2018,1,marigaon,79832,105067294.5
462,assam,2018,1,barpeta,67801,56352302.38
463,assam,2018,1,nagaon,66695,56352631.29
464,assam,2018,1,cachar,56481,57250290.53
465,assam,2018,1,sonitpur,51976,73005566.25
466,assam,2018,1,kamrup,47859,41868129.26
467,assam,2018,1,dibrugarh,44792,53258765.87
468,assam,2018,1,tinsukia,41237,45886201.03
469,assam,2018,1,jorhat,33322,41164542.06
470,assam,2018,2,kamrup metropolitan,320417,548619364.2
471,assam,2018,2,marigaon,109223,204057284.2
472,assam,2018,2,nagaon,105834,129818644.9
473,assam,2018,2,barpeta,102217,117541108.7
474,assam,2018,2,cachar,83921,105147622.6
475,assam,2018,2,sonitpur,82799,151230715.3
476,assam,2018,2,kamrup,74537,83338163.66
477,assam,2018,2,dibrugarh,70642,110954951.7
478,assam,2018,2,tinsukia,66715,102921465.6
479,assam,2018,2,jorhat,53341,70634515.73
480,assam,2018,3,kamrup metropolitan,476050,884121118.8
481,assam,2018,3,barpeta,145945,230125281.8
482,assam,2018,3,nagaon,142195,208584968
483,assam,2018,3,cachar,123735,189612378.3
484,assam,2018,3,sonitpur,116196,252135800.7
485,assam,2018,3,kamrup,112726,148929589.8
486,assam,2018,3,marigaon,102867,189132040.9
487,assam,2018,3,dibrugarh,98822,173048841.6
488,assam,2018,3,tinsukia,90928,155121755.8
489,assam,2018,3,jorhat,79724,118008412.3
490,assam,2018,4,kamrup metropolitan,686010,1345451492
491,assam,2018,4,nagaon,435103,317973029.5
492,assam,2018,4,barpeta,225449,354675455.9
493,assam,2018,4,marigaon,193075,207853575.1
494,assam,2018,4,cachar,187360,272342253.1
495,assam,2018,4,sonitpur,165399,358549931.6
496,assam,2018,4,kamrup,162592,236088241.5
497,assam,2018,4,dibrugarh,144931,264346941.5
498,assam,2018,4,tinsukia,127171,253718923.1
499,assam,2018,4,dhubri,120810,181651044.9
500,assam,2019,1,kamrup metropolitan,1306775,2605380336
501,assam,2019,1,nagaon,265767,382986937
502,assam,2019,1,barpeta,262834,416977891.5
503,assam,2019,1,cachar,206705,335675210.4
504,assam,2019,1,kamrup,205094,325387078.1
505,assam,2019,1,sonitpur,197716,409811805.5
506,assam,2019,1,dibrugarh,180303,308520050.1
507,assam,2019,1,marigaon,162645,225891536.8
508,assam,2019,1,tinsukia,147896,296016100.5
509,assam,2019,1,dhubri,129363,168832530.5
510,assam,2019,2,kamrup metropolitan,2488968,5089657877
511,assam,2019,2,nagaon,231423,422774561.4
512,assam,2019,2,barpeta,228864,466786096.4
513,assam,2019,2,sonitpur,192707,444337498.8
514,assam,2019,2,cachar,177976,335126276.2
515,assam,2019,2,kamrup,176995,334724712.1
516,assam,2019,2,dibrugarh,169357,356524668.6
517,assam,2019,2,tinsukia,148294,323303192.9
518,assam,2019,2,marigaon,130459,235342996.6
519,assam,2019,2,jorhat,129744,231878110.7
520,assam,2019,3,kamrup metropolitan,2188998,6080999088
521,assam,2019,3,barpeta,262253,505242250.3
522,assam,2019,3,nagaon,258566,491551326.2
523,assam,2019,3,sonitpur,257623,533288953
524,assam,2019,3,cachar,242781,426502976.8
525,assam,2019,3,dibrugarh,230118,425077484.1
526,assam,2019,3,kamrup,222439,383883901.2
527,assam,2019,3,tinsukia,196245,357008533.6
528,assam,2019,3,jorhat,167468,274329134.4
529,assam,2019,3,golaghat,121795,194779142.6
530,assam,2019,4,kamrup metropolitan,2510384,7206165642
531,assam,2019,4,sonitpur,298139,613461613.3
532,assam,2019,4,barpeta,295624,613479659.5
533,assam,2019,4,nagaon,287586,546184547.4
534,assam,2019,4,cachar,273506,482197783.2
535,assam,2019,4,dibrugarh,255885,470389915.8
536,assam,2019,4,kamrup,249708,461559258.8
537,assam,2019,4,tinsukia,224113,423685126.9
538,assam,2019,4,jorhat,185402,307700398
539,assam,2019,4,goalpara,139662,282003507.8
540,assam,2020,1,kamrup metropolitan,3338601,10080547554
541,assam,2020,1,sonitpur,383179,755509094.6
542,assam,2020,1,cachar,375774,659702346.2
543,assam,2020,1,barpeta,367963,833078665.8
544,assam,2020,1,nagaon,360749,736229612.9
545,assam,2020,1,kamrup,322830,605538834.9
546,assam,2020,1,dibrugarh,317878,585327059.7
547,assam,2020,1,tinsukia,286640,541758827
548,assam,2020,1,jorhat,232108,371072710.7
549,assam,2020,1,golaghat,179380,301335497.8
550,assam,2020,2,kamrup metropolitan,2543890,7190215278
551,assam,2020,2,nagaon,521404,889592664.4
552,assam,2020,2,barpeta,519590,967512954.9
553,assam,2020,2,sonitpur,510820,899403354.3
554,assam,2020,2,kamrup,461735,696378364.1
555,assam,2020,2,cachar,448258,671325302.8
556,assam,2020,2,dibrugarh,447580,678491572.8
557,assam,2020,2,tinsukia,420620,618021383.2
558,assam,2020,2,jorhat,306847,406689798
559,assam,2020,2,golaghat,290221,381486790
560,assam,2020,3,kamrup metropolitan,4268591,13346088870
561,assam,2020,3,barpeta,553783,1306355860
562,assam,2020,3,sonitpur,540972,1164586119
563,assam,2020,3,nagaon,535675,1153926434
564,assam,2020,3,dibrugarh,526945,1106487216
565,assam,2020,3,cachar,487493,920279966.2
566,assam,2020,3,kamrup,445726,878646586.9
567,assam,2020,3,tinsukia,442335,839411510.9
568,assam,2020,3,jorhat,315288,542788284.8
569,assam,2020,3,golaghat,278714,484885427.9
570,assam,2020,4,kamrup metropolitan,5300547,16105922899
571,assam,2020,4,barpeta,724763,2053361856
572,assam,2020,4,sonitpur,676306,1560923096
573,assam,2020,4,nagaon,667880,1665021996
574,assam,2020,4,dibrugarh,631601,1479167067
575,assam,2020,4,cachar,623731,1434767202
576,assam,2020,4,kamrup,557203,1271039293
577,assam,2020,4,tinsukia,543941,1209737014
578,assam,2020,4,jorhat,400452,815676507.5
579,assam,2020,4,goalpara,381733,1018165140
580,assam,2021,1,kamrup metropolitan,9400818,24003716534
581,assam,2021,1,barpeta,768249,2378951523
582,assam,2021,1,dibrugarh,680608,1710571110
583,assam,2021,1,nagaon,675634,2019926209
584,assam,2021,1,sonitpur,669242,1689369790
585,assam,2021,1,cachar,614703,1577581913
586,assam,2021,1,kamrup,557802,1450662972
587,assam,2021,1,tinsukia,480161,1160430412
588,assam,2021,1,goalpara,400249,1203600745
589,assam,2021,1,jorhat,388882,856404785.4
590,assam,2021,2,kamrup metropolitan,12113618,26948905679
591,assam,2021,2,barpeta,1094358,2927546915
592,assam,2021,2,nagaon,928187,2446953429
593,assam,2021,2,dibrugarh,870918,1976153978
594,assam,2021,2,sonitpur,848080,1929013771
595,assam,2021,2,cachar,743120,1680050956
596,assam,2021,2,kamrup,737877,1686926641
597,assam,2021,2,tinsukia,606143,1318534293
598,assam,2021,2,goalpara,544911,1475602701
599,assam,2021,2,dhubri,528440,1316708577
600,assam,2021,3,kamrup metropolitan,16840668,36123082535
601,assam,2021,3,barpeta,1436928,3522432995
602,assam,2021,3,nagaon,1156024,2903215136
603,assam,2021,3,dibrugarh,1116075,2517711536
604,assam,2021,3,sonitpur,1030160,2385666128
605,assam,2021,3,cachar,998685,2285248943
606,assam,2021,3,kamrup,957373,2112276358
607,assam,2021,3,tinsukia,726497,1620117007
608,assam,2021,3,dhubri,668723,1682447561
609,assam,2021,3,goalpara,650085,1747257316
610,assam,2021,4,kamrup metropolitan,22903930,48177919267
611,assam,2021,4,barpeta,2145496,5341626360
612,assam,2021,4,nagaon,1599255,4181552743
613,assam,2021,4,dibrugarh,1489321,3247229901
614,assam,2021,4,sonitpur,1437714,3119948216
615,assam,2021,4,cachar,1424029,3288405319
616,assam,2021,4,kamrup,1326629,2906827876
617,assam,2021,4,dhubri,947815,2452971275
618,assam,2021,4,tinsukia,924326,2099664801
619,assam,2021,4,goalpara,920783,2590433258
620,assam,2022,1,kamrup metropolitan,28908435,60093746993
621,assam,2022,1,barpeta,2846523,7413611761
622,assam,2022,1,nagaon,2049272,5405490460
623,assam,2022,1,cachar,1869862,4225305321
624,assam,2022,1,dibrugarh,1830668,3721424815
625,assam,2022,1,sonitpur,1805856,3651941482
626,assam,2022,1,kamrup,1708845,3838019247
627,assam,2022,1,goalpara,1299073,3720380320
628,assam,2022,1,dhubri,1247298,3380205337
629,assam,2022,1,darrang,1205741,2732173375
630,assam,2022,2,kamrup metropolitan,37896005,70515346667
631,assam,2022,2,barpeta,3782074,8597920827
632,assam,2022,2,nagaon,2624899,6401629330
633,assam,2022,2,dibrugarh,2372318,4426557092
634,assam,2022,2,sonitpur,2331103,4228702695
635,assam,2022,2,cachar,2208886,4390976386
636,assam,2022,2,kamrup,2122755,4247651139
637,assam,2022,2,darrang,1764727,3227701242
638,assam,2022,2,dhubri,1748061,4095843492
639,assam,2022,2,goalpara,1660385,4241626695
640,assam,2022,3,kamrup metropolitan,39606017,69410860235
641,assam,2022,3,barpeta,4561028,9149960686
642,assam,2022,3,sonitpur,3096898,5410346627
643,assam,2022,3,nagaon,2968058,6558107158
644,assam,2022,3,cachar,2665315,5192449137
645,assam,2022,3,kamrup,2430234,4614592326
646,assam,2022,3,dibrugarh,2307181,3933628296
647,assam,2022,3,jorhat,2264530,3694675387
648,assam,2022,3,dhubri,2223747,4556385242
649,assam,2022,3,goalpara,2054687,4590076568
650,assam,2022,4,kamrup metropolitan,48873033,84183380553
651,assam,2022,4,barpeta,5914147,12025232757
652,assam,2022,4,sonitpur,3570910,5955878582
653,assam,2022,4,kamrup,3473735,6488564510
654,assam,2022,4,nagaon,3466436,7442294883
655,assam,2022,4,cachar,3169492,6146128033
656,assam,2022,4,dhubri,2801543,5696918774
657,assam,2022,4,dibrugarh,2781759,4540236249
658,assam,2022,4,goalpara,2471469,5401152298
659,assam,2022,4,bongaigaon,2301942,4663672961
660,bihar,2018,1,patna,1197281,1282492051
661,bihar,2018,1,muzaffarpur,388401,394717112.6
662,bihar,2018,1,purbi champaran,254643,264192918.5
663,bihar,2018,1,gaya,231873,227470166.1
664,bihar,2018,1,samastipur,222241,213634124.8
665,bihar,2018,1,darbhanga,217364,224628301.6
666,bihar,2018,1,pashchim champaran,215866,236190496.6
667,bihar,2018,1,nalanda,208901,190613486
668,bihar,2018,1,vaishali,201678,211794626.3
669,bihar,2018,1,rohtas,201231,181378995
670,bihar,2018,2,patna,1650942,2328839156
671,bihar,2018,2,muzaffarpur,554675,841276317.7
672,bihar,2018,2,purbi champaran,373033,650452550.6
673,bihar,2018,2,gaya,324390,438042055.8
674,bihar,2018,2,darbhanga,322140,569573309.7
675,bihar,2018,2,samastipur,316985,502582636
676,bihar,2018,2,vaishali,316405,471071129.4
677,bihar,2018,2,nalanda,306468,368156034.4
678,bihar,2018,2,pashchim champaran,305553,542379988.9
679,bihar,2018,2,madhubani,286112,554829469.6
680,bihar,2018,3,patna,3360157,3873142431
681,bihar,2018,3,muzaffarpur,959708,1265457842
682,bihar,2018,3,gaya,919453,893929004
683,bihar,2018,3,nalanda,896006,768203889.8
684,bihar,2018,3,rohtas,701262,668806719.3
685,bihar,2018,3,purbi champaran,544285,921447417.6
686,bihar,2018,3,pashchim champaran,427544,778844053
687,bihar,2018,3,vaishali,427385,660314110.8
688,bihar,2018,3,bhagalpur,422204,579615297.8
689,bihar,2018,3,darbhanga,413648,764466707.8
690,bihar,2018,4,patna,3256138,4907266831
691,bihar,2018,4,muzaffarpur,886640,1682571935
692,bihar,2018,4,purbi champaran,732175,1458571864
693,bihar,2018,4,gaya,724866,1079658571
694,bihar,2018,4,nalanda,666931,846144772.8
695,bihar,2018,4,pashchim champaran,582470,1215256333
696,bihar,2018,4,rohtas,534230,818426211.8
697,bihar,2018,4,samastipur,529944,1020002681
698,bihar,2018,4,vaishali,522642,964760831.6
699,bihar,2018,4,darbhanga,515957,1142706538
700,bihar,2019,1,patna,7894598,11217940482
701,bihar,2019,1,muzaffarpur,1262299,2061506662
702,bihar,2019,1,purbi champaran,1069790,1856147556
703,bihar,2019,1,gaya,1025084,1460009336
704,bihar,2019,1,nalanda,946010,1077003029
705,bihar,2019,1,pashchim champaran,938338,1627339577
706,bihar,2019,1,rohtas,879724,1104230103
707,bihar,2019,1,samastipur,792952,1239854737
708,bihar,2019,1,darbhanga,763583,1448771358
709,bihar,2019,1,vaishali,749004,1174950626
710,bihar,2019,2,patna,13421445,26125484618
711,bihar,2019,2,muzaffarpur,1260648,2730311714
712,bihar,2019,2,purbi champaran,937122,2207821270
713,bihar,2019,2,gaya,919937,1718017779
714,bihar,2019,2,pashchim champaran,754956,1807646307
715,bihar,2019,2,darbhanga,727675,1822608072
716,bihar,2019,2,nalanda,710450,1254625996
717,bihar,2019,2,vaishali,706255,1503710720
718,bihar,2019,2,madhubani,689839,1830248521
719,bihar,2019,2,saran,660816,1511533675
720,bihar,2019,3,patna,13404838,29128507191
721,bihar,2019,3,muzaffarpur,1526447,2988596104
722,bihar,2019,3,gaya,1275920,1904955491
723,bihar,2019,3,purbi champaran,1028626,2348550131
724,bihar,2019,3,vaishali,835929,1574270005
725,bihar,2019,3,darbhanga,802970,1893397262
726,bihar,2019,3,pashchim champaran,794590,1810006587
727,bihar,2019,3,saran,768342,1481370487
728,bihar,2019,3,nalanda,734808,1272371591
729,bihar,2019,3,madhubani,732727,1815165090
730,bihar,2019,4,patna,17235243,37707384361
731,bihar,2019,4,muzaffarpur,1900732,4136536726
732,bihar,2019,4,gaya,1627240,2505031785
733,bihar,2019,4,purbi champaran,1432859,3375935182
734,bihar,2019,4,nalanda,1426896,1803708281
735,bihar,2019,4,pashchim champaran,1130965,2726720274
736,bihar,2019,4,rohtas,1129246,1764430308
737,bihar,2019,4,vaishali,1092261,2283531751
738,bihar,2019,4,darbhanga,1059279,2585981570
739,bihar,2019,4,saran,1039542,2265346427
740,bihar,2020,1,patna,15560992,39935619593
741,bihar,2020,1,muzaffarpur,2083611,4863182775
742,bihar,2020,1,purbi champaran,1671939,4068019842
743,bihar,2020,1,gaya,1524983,2986729749
744,bihar,2020,1,pashchim champaran,1495660,3918107336
745,bihar,2020,1,darbhanga,1296525,3181062830
746,bihar,2020,1,siwan,1271446,3110551571
747,bihar,2020,1,madhubani,1264352,3304637933
748,bihar,2020,1,samastipur,1233758,2987274106
749,bihar,2020,1,vaishali,1177251,2609194508
750,bihar,2020,2,patna,13807801,37859920785
751,bihar,2020,2,muzaffarpur,2572251,5903193156
752,bihar,2020,2,purbi champaran,2357758,5443836316
753,bihar,2020,2,gaya,1972685,4100072381
754,bihar,2020,2,pashchim champaran,1947807,4653237699
755,bihar,2020,2,madhubani,1777506,4146168147
756,bihar,2020,2,darbhanga,1660540,3932060944
757,bihar,2020,2,saran,1590231,3305092760
758,bihar,2020,2,bhagalpur,1561760,3998834365
759,bihar,2020,2,samastipur,1536299,3614031763
760,bihar,2020,3,patna,20716631,53687192630
761,bihar,2020,3,muzaffarpur,3476178,8200376319
762,bihar,2020,3,purbi champaran,3014805,7082795603
763,bihar,2020,3,gaya,2533169,5418904172
764,bihar,2020,3,madhubani,2378853,5502534112
765,bihar,2020,3,darbhanga,2323627,5614591300
766,bihar,2020,3,bhagalpur,2291210,5919155398
767,bihar,2020,3,pashchim champaran,2269399,5255815898
768,bihar,2020,3,saran,2089459,4722794813
769,bihar,2020,3,vaishali,2036376,4585312142
770,bihar,2020,4,patna,24443301,59562106826
771,bihar,2020,4,muzaffarpur,4970912,12202451466
772,bihar,2020,4,purbi champaran,4295258,11303073256
773,bihar,2020,4,gaya,3671183,8039045790
774,bihar,2020,4,madhubani,3371688,8381284791
775,bihar,2020,4,darbhanga,3297598,8213612835
776,bihar,2020,4,pashchim champaran,3212814,8105523399
777,bihar,2020,4,saran,3186771,7973001812
778,bihar,2020,4,bhagalpur,2991335,7190986202
779,bihar,2020,4,siwan,2923089,7277805274
780,bihar,2021,1,patna,41272981,88998693556
781,bihar,2021,1,muzaffarpur,5221017,13070944463
782,bihar,2021,1,purbi champaran,4379932,11804741355
783,bihar,2021,1,gaya,3790466,8943163048
784,bihar,2021,1,bhagalpur,3729907,8757585232
785,bihar,2021,1,darbhanga,3456999,8967471837
786,bihar,2021,1,pashchim champaran,3418382,9047860514
787,bihar,2021,1,madhubani,3251471,8809359759
788,bihar,2021,1,saran,3020459,7424026781
789,bihar,2021,1,samastipur,2833659,7326852419
790,bihar,2021,2,patna,53400850,1.14936E+11
791,bihar,2021,2,muzaffarpur,6872504,17019791091
792,bihar,2021,2,purbi champaran,6300129,15889825388
793,bihar,2021,2,bhagalpur,5068435,11733711173
794,bihar,2021,2,darbhanga,4739297,11767784405
795,bihar,2021,2,gaya,4732185,11427447209
796,bihar,2021,2,siwan,4705097,11418849549
797,bihar,2021,2,madhubani,4695466,11634612115
798,bihar,2021,2,pashchim champaran,4672176,11234841878
799,bihar,2021,2,saran,4392087,10815034969
800,bihar,2021,3,patna,65085179,1.20378E+11
801,bihar,2021,3,muzaffarpur,8663460,19088505214
802,bihar,2021,3,purbi champaran,7528149,17061553144
803,bihar,2021,3,siwan,6975763,14555326813
804,bihar,2021,3,bhagalpur,6299248,12979510130
805,bihar,2021,3,gaya,5929649,12593071266
806,bihar,2021,3,darbhanga,5791524,12557911471
807,bihar,2021,3,pashchim champaran,5626291,12052580759
808,bihar,2021,3,madhubani,5236281,11442243635
809,bihar,2021,3,saran,4909074,10653230755
810,bihar,2021,4,patna,81765610,1.51293E+11
811,bihar,2021,4,muzaffarpur,11287438,25294883683
812,bihar,2021,4,purbi champaran,9979391,22867973831
813,bihar,2021,4,siwan,9398007,20337077707
814,bihar,2021,4,bhagalpur,8447521,17306243346
815,bihar,2021,4,gaya,7707242,16641218690
816,bihar,2021,4,pashchim champaran,7557978,16286679058
817,bihar,2021,4,darbhanga,7502523,16126372900
818,bihar,2021,4,madhubani,7114778,15424171781
819,bihar,2021,4,saran,6615773,15141561808
820,bihar,2022,1,patna,91217400,1.70739E+11
821,bihar,2022,1,muzaffarpur,12910258,29225131277
822,bihar,2022,1,purbi champaran,11934864,27143934069
823,bihar,2022,1,siwan,10720865,22973497585
824,bihar,2022,1,bhagalpur,10073459,20799502005
825,bihar,2022,1,pashchim champaran,9265237,20305406431
826,bihar,2022,1,gaya,9087772,20921479271
827,bihar,2022,1,darbhanga,8600500,18524507493
828,bihar,2022,1,madhubani,8110120,18147098699
829,bihar,2022,1,purnia,7761464,17165083851
830,bihar,2022,2,patna,119754430,2.15949E+11
831,bihar,2022,2,muzaffarpur,16060062,35870055221
832,bihar,2022,2,purbi champaran,14735078,32099286218
833,bihar,2022,2,bhagalpur,13606084,27138540976
834,bihar,2022,2,siwan,13494216,28063144037
835,bihar,2022,2,gaya,10986567,25092417405
836,bihar,2022,2,darbhanga,10725196,23025583344
837,bihar,2022,2,pashchim champaran,10647366,22189359146
838,bihar,2022,2,madhubani,9968959,22075739376
